ATK sifra;Oznaka;Nezasticeno ime lijeka;DDD i jed mj;Cijena u kn za DDD;Cijena u kn za DDD s PDV-om;Nacin primjene;Nositelj odobrenja;Proizvodac;Zasticeno ime lijeka;Oblik, jacina i pakiranje lijeka;Cijena u kn za jed obl;Cijena u kn za jed obl s PDV-om;Cijena u kn za orig pak;Cijena u kn za orig pak s PDV-om;R;Oznaka indikacije;Oznaka smjernice;Sifra grupe;Grupa;Sifra podgrupe;Podgrupa;Lista
N05AL01 144;;sulpirid;0.8 g;6.31;6.63;O;Alkaloid d.o.o.;Alkaloid-int d.o.o.;Eglonyl forte;tbl. 30x200 mg;1.58;1.66;47.33;49.7;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AL05 162;;amisulprid;0.4 g;9.43;9.9;O;sanofi - aventis Croatia d.o.o.;Sanofi Winthrop Quetigny;Solian;tbl. 30x200 mg;4.72;4.96;141.48;148.55;RS;;RN09;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AL05 171;;amisulprid;0.4 g;6.6;6.93;O;Medochemie Ltd.;Medochemie Ltd.;Aktiprol;tbl. 30x50 mg;0.83;0.87;24.76;26;RS;;RN09;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AL05 172;;amisulprid;0.4 g;6.6;6.93;O;Medochemie Ltd.;Medochemie Ltd.;Aktiprol;tbl. 30x200 mg;3.3;3.47;99.04;103.99;RS;;RN09;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AL05 173;;amisulprid;0.4 g;6.6;6.93;O;Medochemie Ltd.;Medochemie Ltd.;Aktiprol;tbl. 30x400 mg;6.6;6.93;198.08;207.98;RS;;RN09;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AN01 115;;litij-karbonat;24 mmol;;;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Litijev karbonat Jadran;tbl. 100x300 mg;0.66;0.69;65.55;68.83;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 081;RL;risperidon;2.7 mg;72.19;75.8;P;Johnson&Johnson S.E.d.o.o.;Janssen Cilag;Rispolept Consta;susp. s prod. djel. za i.m. primj. 1x25 mg;668.46;701.88;668.46;701.88;RS;NN504;RN10;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 082;RL;risperidon;2.7 mg;64.11;67.32;P;Johnson&Johnson S.E.d.o.o.;Janssen Cilag;Rispolept Consta;susp. s prod. djel. za i.m. primj. 1x37.5 mg;890.45;934.97;890.45;934.97;RS;NN504;RN10;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 083;RL;risperidon;2.7 mg;59.62;62.61;P;Johnson&Johnson S.E.d.o.o.;Janssen Cilag;Rispolept Consta;susp. s prod. djel. za i.m. primj. 1x50 mg;1104.16;1159.37;1104.16;1159.37;RS;NN504;RN10;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 101;;risperidon;5 mg;6.35;6.67;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Risset;tbl. film obl. 20x1 mg;1.27;1.33;25.4;26.67;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 102;;risperidon;5 mg;5.5;5.78;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Risset;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 103;;risperidon;5 mg;4.92;5.16;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Risset;tbl. film obl. 60x3 mg;2.95;3.1;177;185.85;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 104;;risperidon;5 mg;6.77;7.11;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Risset;tbl. film obl. 60x4 mg;5.41;5.68;324.8;341.04;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 105;;risperidon;5 mg;5.5;5.78;O;Cipla Croatia d.o.o.;Cipla;Risnia;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 106;;risperidon;5 mg;4.44;4.66;O;Cipla Croatia d.o.o.;Cipla;Risnia;tbl. film obl. 60x3mg;2.66;2.8;159.84;167.83;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 107;;risperidon;5 mg;6.52;6.85;O;Cipla Croatia d.o.o.;Cipla;Risnia;tbl. film obl. 60x4 mg;5.22;5.48;312.93;328.58;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 111;;risperidon;5 mg;6.35;6.67;O;Belupo d.d.;Belupo;Prospera;tbl. film obl. 20x1 mg;1.27;1.33;25.4;26.67;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 112;;risperidon;5 mg;5.5;5.78;O;Belupo d.d.;Belupo;Prospera;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 113;;risperidon;5 mg;4.92;5.16;O;Belupo d.d.;Belupo;Prospera;tbl. film obl. 60x3 mg;2.95;3.1;177;185.85;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 114;;risperidon;5 mg;6.77;7.11;O;Belupo d.d.;Belupo;Prospera;tbl. film obl. 60x4 mg;5.41;5.68;324.8;341.04;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 116;;risperidon;5 mg;5.5;5.78;O;Farmal d.d.;Farmal d.d.;Rispen;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 122;;risperidon;5 mg;5.5;5.78;O;Sandoz d.o.o.;Sandoz-Lek;Rispolux;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 125;;risperidon;5 mg;7.13;7.49;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo Q-Tab;tbl. rasp. za usta 30x0.5 mg;0.71;0.75;21.4;22.47;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 126;;risperidon;5 mg;6.33;6.65;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo Q-Tab;tbl. rasp. za usta 30x1 mg;1.27;1.33;38;39.9;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 127;;risperidon;5 mg;5.06;5.31;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo Q-Tab;tbl. rasp. za usta 30x2 mg;2.02;2.12;60.7;63.74;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 131;;risperidon;5 mg;6.35;6.67;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo;tbl. film obl. 20x1 mg;1.27;1.33;25.4;26.67;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 132;;risperidon;5 mg;6.07;6.37;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo;tbl. film obl. 60x1 mg;1.21;1.27;72.8;76.44;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 133;;risperidon;5 mg;5.56;5.84;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo;tbl. film obl. 30x2 mg;2.22;2.33;66.7;70.04;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 134;;risperidon;5 mg;5.5;5.78;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 137;;risperidon;5 mg;6.77;7.11;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo;tbl. film obl. 30x4 mg;5.41;5.68;162.4;170.52;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 138;;risperidon;5 mg;6.52;6.85;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Torendo;tbl. film obl. 60x4 mg;5.22;5.48;312.93;328.58;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 141;;risperidon;5 mg;6.35;6.67;O;Alkaloid d.o.o.;Alkaloid;Risdonal;tbl. film obl. 20x1 mg;1.27;1.33;25.4;26.67;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 142;;risperidon;5 mg;5.5;5.78;O;Alkaloid d.o.o.;Alkaloid;Risdonal;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 143;;risperidon;5 mg;4.92;5.16;O;Alkaloid d.o.o.;Alkaloid;Risdonal;tbl. film obl. 60x3 mg;2.95;3.1;177;185.85;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 146;;risperidon;5 mg;6.35;6.67;O;GENERA d.d.;Genera d.d.;Risperidon Genera;tbl. film obl. 20x1 mg;1.27;1.33;25.4;26.67;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 147;;risperidon;5 mg;5.5;5.78;O;GENERA d.d.;Genera d.d.;Risperidon Genera;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 148;;risperidon;5 mg;4.44;4.66;O;GENERA d.d.;Genera d.d.;Risperidon Genera;tbl. film obl. 60x3 mg;2.66;2.8;159.84;167.83;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 149;;risperidon;5 mg;6.52;6.85;O;GENERA d.d.;Genera d.d.;Risperidon Genera;tbl. film obl. 60x4 mg;5.22;5.48;312.93;328.58;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 185;;risperidon;5 mg;5.5;5.78;O;Johnson&Johnson S.E.d.o.o.;Janssen;Rispolept;tbl. film obl. 60x2 mg;2.2;2.31;132;138.6;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 186;;risperidon;5 mg;4.92;5.16;O;Johnson&Johnson S.E.d.o.o.;Janssen;Rispolept;tbl. film obl. 60x3 mg;2.95;3.1;177;185.85;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 187;;risperidon;5 mg;6.77;7.11;O;Johnson&Johnson S.E.d.o.o.;Janssen;Rispolept;tbl. film obl. 60x4 mg;5.41;5.68;324.8;341.04;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX08 288;;risperidon;5 mg;12.4;13.02;O;Johnson&Johnson S.E.d.o.o.;Janssen;Rispolept;otop. oral. 100 ml (1 mg/ml);248;260.4;248;260.4;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 061;RL;aripiprazol;15 mg;73.18;76.84;P;Otsuka Pharmaceuticals Europe Ltd.;H. Lundbeck A/S;Abilify Maintena;praš. i otap. za susp. za inj. s prod. oslob. za i.m. primj. 1x400 mg;1951.39;2048.96;1951.39;2048.96;RS;;RN17;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 101;;aripiprazol;15 mg;8.02;8.42;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Teva Pharma B.V., Teva Operations Poland, Merckle GmbH;Aripiprazol Pliva;tbl. 30x5 mg;2.67;2.81;80.15;84.16;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 102;;aripiprazol;15 mg;6.49;6.82;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Teva Pharma B.V., Teva Operations Poland, Merckle GmbH;Aripiprazol Pliva;tbl. 30x10 mg;4.33;4.54;129.84;136.33;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 103;;aripiprazol;15 mg;6.87;7.21;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Teva Pharma B.V., Teva Operations Poland, Merckle GmbH;Aripiprazol Pliva;tbl. 30x15 mg;6.87;7.21;205.99;216.29;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 104;;aripiprazol;15 mg;5.13;5.39;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Teva Pharma B.V., Teva Operations Poland, Merckle GmbH;Aripiprazol Pliva;tbl. 30x30 mg;10.26;10.77;307.8;323.19;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 111;;aripiprazol;15 mg;10.31;10.83;O;Belupo d.d.;Belupo;Azolar;tbl. 30x10 mg;6.87;7.21;206.1;216.41;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 112;;aripiprazol;15 mg;9.81;10.3;O;Belupo d.d.;Belupo;Azolar;tbl. 30x15 mg;9.81;10.3;294.27;308.98;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 113;;aripiprazol;15 mg;9.05;9.5;O;Belupo d.d.;Belupo;Azolar;tbl. 30x30 mg;18.1;19;542.92;570.07;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 131;;aripiprazol;15 mg;6.49;6.82;O;Focus Care Pharmaceuticals B.V.;Krka d.d., TAD Pharma GmbH;Arisppa;tbl. 30x10 mg;4.33;4.54;129.84;136.33;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 132;;aripiprazol;15 mg;6.18;6.49;O;Focus Care Pharmaceuticals B.V.;Krka d.d., TAD Pharma GmbH;Arisppa;tbl. 30x15 mg;6.18;6.49;185.39;194.66;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 133;;aripiprazol;15 mg;5.13;5.39;O;Focus Care Pharmaceuticals B.V.;Krka d.d., TAD Pharma GmbH;Arisppa;tbl. 30x30 mg;10.26;10.77;307.8;323.19;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 141;;aripiprazol;15 mg;4.26;4.48;O;Mylan S.A.S;Pharmathen;Aripiprazole Mylan Pharma;tbl. 28x10 mg;2.84;2.99;79.61;83.59;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 142;;aripiprazol;15 mg;4.05;4.25;O;Mylan S.A.S;Pharmathen;Aripiprazole Mylan Pharma;tbl. 28x15 mg;4.05;4.25;113.4;119.07;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 143;;aripiprazol;15 mg;4.15;4.36;O;Mylan S.A.S;Pharmathen;Aripiprazole Mylan Pharma;tbl. 28x30 mg;8.31;8.72;232.6;244.23;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 161;;aripiprazol;15 mg;5.84;6.14;O;Medochemie Ltd.;Medochemie Ltd.;Zykalor;tbl. 30x10 mg;3.9;4.09;116.86;122.7;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 162;;aripiprazol;15 mg;5.56;5.84;O;Medochemie Ltd.;Medochemie Ltd.;Zykalor;tbl. 30x15 mg;5.56;5.84;166.85;175.19;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 171;;aripiprazol;15 mg;5.27;5.53;O;STADA d.o.o.;STADA Arzneimittel AG, Centrafarm Services BV, STADA Arzneimittel GmbH;Aripiprazol STADA;tbl. 28x10 mg;3.51;3.69;98.28;103.19;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 172;;aripiprazol;15 mg;5;5.25;O;STADA d.o.o.;STADA Arzneimittel AG, Centrafarm Services BV, STADA Arzneimittel GmbH;Aripiprazol STADA;tbl. 28x15 mg;5;5.25;140.11;147.12;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 173;;aripiprazol;15 mg;5.13;5.39;O;STADA d.o.o.;STADA Arzneimittel AG, Centrafarm Services BV, STADA Arzneimittel GmbH;Aripiprazol STADA;tbl. 28x30 mg;10.26;10.77;287.28;301.64;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 181;;aripiprazol;15 mg;4.74;4.98;O;Accord Healthcare Ltd;Accord Healthcare Ltd;Aripiprazole Accord;tbl. 28x10 mg;3.16;3.32;88.45;92.87;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 182;;aripiprazol;15 mg;4.5;4.73;O;Accord Healthcare Ltd;Accord Healthcare Ltd;Aripiprazole Accord;tbl. 28x15 mg;4.5;4.73;126.1;132.41;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX12 183;;aripiprazol;15 mg;4.62;4.85;O;Accord Healthcare Ltd;Accord Healthcare Ltd;Aripiprazole Accord;tbl. 28x30 mg;9.23;9.7;258.55;271.48;RS;;RN06;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 061;RL;paliperidon;2.5 mg;72.15;75.76;P;Janssen-Cilag International N.V.;Janssen-Cilag;Xeplion;susp. za inj. s prod. oslob. za i.m. primj. 1x50 mg;1443.05;1515.20;1443.05;1515.20;RS;;RN11;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 062;RL;paliperidon;2.5 mg;59.23;62.19;P;Janssen-Cilag International N.V.;Janssen-Cilag;Xeplion;susp. za inj. s prod. oslob. za i.m. primj. 1x75 mg;1776.86;1865.70;1776.86;1865.70;RS;;RN11;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 063;RL;paliperidon;2.5 mg;57.29;60.15;P;Janssen-Cilag International N.V.;Janssen-Cilag;Xeplion;susp. za inj. s prod. oslob. za i.m. primj. 1x100 mg;2291.42;2405.99;2291.42;2405.99;RS;;RN11;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 064;RL;paliperidon;2.5 mg;52.41;55.03;P;Janssen-Cilag International N.V.;Janssen-Cilag;Xeplion;susp. za inj. s prod. oslob. za i.m. primj. 1x150 mg;3144.71;3301.95;3144.71;3301.95;RS;;RN11;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 065;RL;paliperidon;2.5 mg;60.42;63.44;P;Janssen-Cilag International N.V.;Janssen-Cilag;Trevicta;susp. za inj. s prod. oslob. za i.m. primj. 1x175 mg;4229.15;4440.61;4229.15;4440.61;RS;;RN20;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 066;RL;paliperidon;2.5 mg;55.35;58.11;P;Janssen-Cilag International N.V.;Janssen-Cilag;Trevicta;susp. za inj. s prod. oslob. za i.m. primj. 1x263 mg;5822.45;6113.57;5822.45;6113.57;RS;;RN20;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 067;RL;paliperidon;2.5 mg;50.83;53.38;P;Janssen-Cilag International N.V.;Janssen-Cilag;Trevicta;susp. za inj. s prod. oslob. za i.m. primj. 1x350 mg;7116.89;7472.73;7116.89;7472.73;RS;;RN20;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05AX13 068;RL;paliperidon;2.5 mg;48.19;50.6;P;Janssen-Cilag International N.V.;Janssen-Cilag;Trevicta;susp. za inj. s prod. oslob. za i.m. primj. 1x525 mg;10120.92;10626.97;10120.92;10626.97;RS;;RN20;N;Lijekovi s djelovanjem na živčani sustav;N05A;Antipsihotoci;osnovna
N05BA01 011;PR;diazepam;10 mg;1.86;1.95;P;Belupo d.d.;Belupo;Normabel;amp. 10x10 mg/2 ml;1.86;1.95;18.64;19.57;;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 031;PR;diazepam;10 mg;1.86;1.95;P;KRKA-FARMA d.o.o.;Krka d.d.;Apaurin;amp. 10x10 mg/2 ml;1.86;1.95;18.64;19.57;;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 043;PR;diazepam;10 mg;1.86;1.95;P;Alkaloid d.o.o.;Alkaloid;Diazepam Alkaloid;otop. za inj. 10x10 mg/2 ml;1.86;1.95;18.64;19.57;;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 111;;diazepam;10 mg;0.73;0.77;O;Belupo d.d.;Belupo;Normabel;tbl. 30x2 mg;0.15;0.15;4.39;4.61;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 113;;diazepam;10 mg;0.56;0.59;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Diazepam JGL;tbl. 30x5 mg;0.28;0.29;8.4;8.82;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 114;;diazepam;10 mg;0.48;0.5;O;Belupo d.d.;Belupo;Normabel;tbl. 30x10 mg;0.48;0.5;14.31;15.03;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 117;;diazepam;10 mg;0.73;0.77;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Diazepam JGL;tbl. 30x2 mg;0.15;0.16;4.39;4.61;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 118;;diazepam;10 mg;0.48;0.5;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Diazepam JGL;tbl. 30x10 mg;0.48;0.5;14.31;15.03;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 141;;diazepam;10 mg;0.73;0.77;O;Alkaloid d.o.o.;Alkaloid;Diazepam Alkaloid;tbl. obl. 30x2 mg;0.15;0.16;4.39;4.61;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 142;;diazepam;10 mg;0.56;0.59;O;Alkaloid d.o.o.;Alkaloid;Diazepam Alkaloid;tbl. obl. 30x5 mg;0.28;0.29;8.4;8.82;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA01 551;;diazepam;10 mg;;;R;;;;;;;;;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA09 151;DS;klobazam;20 mg;;;O;;;;;;;;;;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA12 111;;alprazolam;1 mg;0.76;0.8;O;Belupo d.d.;Belupo;Misar;tbl. 30x0.25 mg;0.19;0.2;5.7;5.99;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA12 132;;alprazolam;1 mg;0.76;0.8;O;KRKA-FARMA d.o.o.;Krka d.d.;Helex;tbl. 30x0.25 mg;0.19;0.2;5.7;5.99;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BA12 163;;alprazolam;1 mg;0.48;0.5;O;Pfizer Croatia d.o.o.;Pfizer Italia s.r.l., Genera d.d.;Xanax SR;tbl. s prod. oslob. 30x2 mg;0.95;1;28.62;30.05;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05B;Anksiolitici;osnovna
N05BC01 151;;meprobamat;1.2 g;;;O;;;;;;;;;R;;RN91;N;Lijekovi s djelovanjem na živčani sustav;N05BC;Karbamati;osnovna
N05CD01 131;DS;flurazepam;30 mg;3.31;3.48;O;KRKA-FARMA d.o.o.;Krka d.d.;Fluzepam;caps. 10x15 mg;1.66;1.74;16.55;17.38;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD01 132;DS;flurazepam;30 mg;1.94;2.04;O;KRKA-FARMA d.o.o.;Krka d.d.;Fluzepam;caps. 10x30 mg;1.94;2.04;19.43;20.4;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD02 111;;nitrazepam;5 mg;0.88;0.93;O;Belupo d.d.;Belupo;Cerson;tbl. 10x5 mg;0.88;0.93;8.82;9.26;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD02 112;;nitrazepam;5 mg;0.88;0.93;O;Belupo d.d.;Belupo;Cerson;tbl. 30x5 mg;0.88;0.93;26.46;27.78;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD08 062;DS;midazolam;15 mg;12.24;12.85;P;Roche d.o.o.;Roche;Dormicum;amp. 5x15 mg/3 ml;12.24;12.85;61.2;64.26;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD08 081;DS;midazolam;15 mg;7.58;7.96;P;B. Braun Adria d.o.o.;B. Braun Melsungen AG, B. Braun Medical S.A.;Midazolam B. Braun;otop. za inj. ili inf. ili otop. za rektum, LDPE boca s TWIN CAP zatvaračem, 10x100 ml (1 mg/ml);50.56;53.09;505.6;530.88;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD08 082;DS;midazolam;15 mg;9.48;9.95;P;B. Braun Adria d.o.o.;B. Braun Melsungen AG, B. Braun Medical S.A.;Midazolam B. Braun;amp. 10x15 mg/3 ml;9.48;9.95;94.8;99.54;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
